   1.9720000e+03   3.5000000e+00
   1.9730000e+03   2.5000000e+00
   1.9740000e+03   4.1000000e+00
   1.9740000e+03   4.5000000e+00
   1.9740000e+03   8.0000000e+00
   1.9750000e+03   4.5280000e+00
   1.9760000e+03   5.0000000e+00
   1.9760000e+03   6.5000000e+00
   1.9760000e+03   8.5000000e+00
   1.9780000e+03   9.0000000e+00
   1.9780000e+03   2.9000000e+01
   1.9790000e+03   1.7500000e+01
   1.9790000e+03   2.9000000e+01
   1.9790000e+03   6.8000000e+01
   1.9810000e+03   1.1500000e+01
   1.9820000e+03   5.5000000e+01
   1.9820000e+03   1.3400000e+02
   1.9830000e+03   2.2000000e+01
   1.9840000e+03   6.3000000e+01
   1.9840000e+03   1.9000000e+02
   1.9850000e+03   1.6000000e+01
   1.9850000e+03   2.5000000e+01
   1.9850000e+03   2.7500000e+02
   1.9860000e+03   3.0000000e+01
   1.9860000e+03   1.1000000e+02
   1.9860000e+03   3.7500000e+02
   1.9870000e+03   2.7300000e+02
   1.9870000e+03   3.8500000e+02
   1.9870000e+03   5.5300000e+02
   1.9870000e+03   7.3000000e+02
   1.9880000e+03   1.8000000e+02
   1.9880000e+03   2.5000000e+02
   1.9890000e+03   3.1000000e+02
   1.9890000e+03   6.0000000e+02
   1.9890000e+03   1.0000000e+03
   1.9890000e+03   1.1800000e+03
   1.9900000e+03   1.2000000e+03
   1.9910000e+03   3.5000000e+01
   1.9910000e+03   1.3500000e+03
   1.9920000e+03   6.0000000e+02
   1.9920000e+03   9.0000000e+02
   1.9930000e+03   2.8000000e+03
   1.9930000e+03   3.1000000e+03
   1.9940000e+03   5.7900000e+02
   1.9940000e+03   2.5000000e+03
   1.9950000e+03   5.5000000e+03
   1.9960000e+03   4.3000000e+03
   1.9970000e+03   7.5000000e+03
   1.9970000e+03   8.8000000e+03
   1.9970000e+03   1.0000000e+04
   1.9980000e+03   7.5000000e+03
   1.9990000e+03   1.1100000e+02
   1.9990000e+03   9.5000000e+03
   1.9990000e+03   1.3500000e+04
   1.9990000e+03   2.1300000e+04
   1.9990000e+03   2.2000000e+04
   1.9990000e+03   2.7400000e+04
   2.0000000e+03   2.1000000e+04
   2.0000000e+03   2.1000000e+04
   2.0000000e+03   4.2000000e+04
   2.0010000e+03   4.5000000e+04
   2.0010000e+03   1.9100000e+05
   2.0020000e+03   5.5000000e+04
   2.0020000e+03   2.2000000e+05
   2.0030000e+03   5.4300000e+04
   2.0030000e+03   1.0590000e+05
   2.0030000e+03   4.1000000e+05
   2.0040000e+03   1.1200000e+05
   2.0040000e+03   4.0000000e+05
   2.0040000e+03   5.9200000e+05
   2.0050000e+03   1.6500000e+05
   2.0050000e+03   1.6900000e+05
   2.0050000e+03   2.2800000e+05
   2.0050000e+03   2.5000000e+05
   2.0060000e+03   1.8400000e+05
   2.0060000e+03   2.9100000e+05
   2.0060000e+03   3.6200000e+05
   2.0060000e+03   1.7000000e+06
   2.0070000e+03   2.6000000e+04
   2.0070000e+03   1.6900000e+05
   2.0070000e+03   2.5000000e+05
   2.0070000e+03   4.1100000e+05
   2.0070000e+03   4.6300000e+05
   2.0070000e+03   5.4000000e+05
   2.0070000e+03   7.8900000e+05
