   2.0080000e+03   4.7000000e+04
   2.0080000e+03   2.3000000e+05
   2.0080000e+03   6.0000000e+05
   2.0080000e+03   7.3100000e+05
   2.0080000e+03   7.5800000e+05
   2.0080000e+03   1.9000000e+06
   2.0090000e+03   7.6000000e+05
   2.0090000e+03   9.0400000e+05
   2.0100000e+03   1.0000000e+06
   2.0100000e+03   1.1700000e+06
   2.0100000e+03   1.2000000e+06
   2.0100000e+03   1.4000000e+06
   2.0100000e+03   2.0000000e+06
   2.0100000e+03   2.3000000e+06
   2.0110000e+03   1.1600000e+06
   2.0110000e+03   1.8700000e+06
   2.0110000e+03   2.2700000e+06
   2.0110000e+03   2.6000000e+06
   2.0120000e+03   4.3200000e+05
   2.0120000e+03   1.2000000e+06
   2.0120000e+03   1.3030000e+06
   2.0120000e+03   1.4000000e+06
   2.0120000e+03   2.1000000e+06
   2.0120000e+03   2.7500000e+06
   2.0120000e+03   2.9900000e+06
   2.0120000e+03   3.1000000e+06
   2.0120000e+03   5.0000000e+06
   2.0130000e+03   1.0000000e+06
   2.0130000e+03   1.8600000e+06
   2.0130000e+03   4.2000000e+06
   2.0130000e+03   5.0000000e+06
   2.0140000e+03   1.4000000e+06
   2.0140000e+03   2.0000000e+06
   2.0140000e+03   2.6000000e+06
   2.0140000e+03   3.0000000e+06
   2.0140000e+03   4.3100000e+06
   2.0140000e+03   5.5600000e+06
   2.0150000e+03   1.7500000e+06
   2.0150000e+03   1.9000000e+06
   2.0150000e+03   3.9900000e+06
   2.0150000e+03   7.1000000e+06
   2.0150000e+03   1.0000000e+07
   2.0160000e+03   3.0000000e+06
   2.0160000e+03   3.2000000e+06
   2.0160000e+03   3.3000000e+06
   2.0160000e+03   4.0000000e+06
   2.0160000e+03   7.2000000e+06
   2.0160000e+03   8.0000000e+06
   2.0170000e+03   2.5000000e+05
   2.0170000e+03   4.3000000e+06
   2.0170000e+03   4.3000000e+06
   2.0170000e+03   4.8000000e+06
   2.0170000e+03   5.3000000e+06
   2.0170000e+03   5.4500000e+06
   2.0170000e+03   5.5000000e+06
   2.0170000e+03   6.1000000e+06
   2.0170000e+03   7.0000000e+06
   2.0170000e+03   8.0000000e+06
   2.0170000e+03   9.7000000e+06
   2.0170000e+03   1.8000000e+07
   2.0170000e+03   1.9200000e+07
   2.0180000e+03   5.5000000e+06
   2.0180000e+03   6.9000000e+06
   2.0180000e+03   8.5000000e+06
   2.0180000e+03   8.8760000e+06
   2.0180000e+03   9.0000000e+06
   2.0180000e+03   1.0000000e+07
   2.0180000e+03   2.3600000e+07
   2.0190000e+03   3.2000000e+07
